Property,Building,Floor,Space,Image,Equipment Position,Asset ID,Asset Name,Quantity,Barcode (Auto),Supplier,Manufacturer (Spec),Manufactured Date,Model Name/No (Spec),Serial Number,Capacity,Height,Width,Depth,Parent Asset ID,Parent Asset Name,In Service Date,Observation Date,Operating Environment,Asset Criticality,Asset Condition Rating,Condition Assessment Comments,Current Utilisation,Asset Service Status,Notes/Comments,Created By,Modified By,Asset Name Lookup (wip),Created
Molong Ambulance Station (RAIR),Molong Ambulance Station (RAIR),Ground,17,,,MOL-0037,Oil Separator Pump,1.00,MOL-0037,,Kwikflo ,28/11/2012,KDS 25-100,19826-2,,,,,,,,16/6/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,16/6/2022 10:36
Molong Ambulance Station (RAIR),Molong Ambulance Station (RAIR),Ground,18,,External Services area,MOL-0046,Hot Water Heater,1.00,MOL-0046,,Rheem,23/1/2018,61331507,6263616,315,,,,,,,16/6/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,16/6/2022 10:44
Molong Ambulance Station (RAIR),Molong Ambulance Station (RAIR),Ground,18,,External services area ,MOL-0042,A/C Air Package Unit,1.00,MOL-0042,,Daikin ,1/9/2017,RXS35L3V1B,J108774,,,,,,,,16/6/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,16/6/2022 10:47
Molong Ambulance Station (RAIR),Molong Ambulance Station (RAIR),Ground,18,,External services area ,MOL-0045,Dual Pump Controller,1.00,MOL-0045,,Grundfos ,,,,,,,,,,,16/6/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,16/6/2022 10:48
Molong Ambulance Station (RAIR),Molong Ambulance Station (RAIR),Ground,18,,External services area ,MOL-0043,A/C Air Package Unit,1.00,MOL-0043,,Daikin ,1/9/2017,RXS35L3V1B,J108951,,,,,,,,16/6/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,16/6/2022 10:49
Molong Ambulance Station (RAIR),Molong Ambulance Station (RAIR),Ground,18,,External services area ,MOL-0044,A/C Air Package Unit,1.00,MOL-0044,,Daikin ,1/9/2017,RXS35L3V1B,J108953,,,,,,,,16/6/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,16/6/2022 10:50
Molong Ambulance Station (RAIR),Molong Ambulance Station (RAIR),Ground,18,,External services area ,MOL-0040,A/C Air Package Unit,1.00,MOL-0040,,Daikin ,1/10/2017,RXS50L2V1B,J126697,,,,,,,,16/6/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,16/6/2022 10:52
Molong Ambulance Station (RAIR),Molong Ambulance Station (RAIR),Ground,18,,External services area ,MOL-0041,A/C Air Package Unit,1.00,MOL-0041,,Daikin ,1/9/2017,RXS35L3V1B,J109903,,,,,,,,16/6/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,16/6/2022 10:54
Molong Ambulance Station (RAIR),Molong Ambulance Station (RAIR),Ground,18,,External services area ,MOL-0038,A/C Air Package Unit,1.00,MOL-0038,,Daikin ,1/11/2017,RZQS60AV1,E004653,,,,,,,,16/6/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,16/6/2022 10:55
Molong Ambulance Station (RAIR),Molong Ambulance Station (RAIR),Ground,18,,External services area ,MOL-0039,A/C Air Package Unit,1.00,MOL-0039,,Daikin ,1/11/2017,RZQS50AV1,E007347,,,,,,,,16/6/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,16/6/2022 10:56
Molong Ambulance Station (RAIR),Molong Ambulance Station (RAIR),Ground,18,,Rear car park ,MOL-0047,Rain water tank,1.00,MOL-0047,,BUSHMANS,,TSL1100 D1,,"5,000",,,,,,,16/6/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,16/6/2022 11:01
Molong Ambulance Station (RAIR),Molong Ambulance Station (RAIR),Ground,18,,,,Roof Anchor Points,12.00,0,,,,,,,,,,,,,16/6/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,16/6/2022 11:02
Lithgow Ambulance Station ,Lithgow Ambulance Station ,Ground,1,,Centre corridor near entry,,Emergency Exit Light (Green),1.00,0,,Cooper,,Kwikled MKIII,,,,,,,,,20/6/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,20/6/2022 11:38
Lithgow Ambulance Station ,Lithgow Ambulance Station ,Ground,1,,Above stairs ,,Emergency Exit Light (Green),1.00,0,,,,,,,,,,,,,20/6/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,20/6/2022 11:39
Lithgow Ambulance Station ,Lithgow Ambulance Station ,Ground,1,,,,Smoke Detector,1.00,0,,,,,,,,,,,,,20/6/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,20/6/2022 11:39
Lithgow Ambulance Station ,Lithgow Ambulance Station ,Ground,1,,,,Emergency Exit Light (Spitfire),1.00,0,,,,,,,,,,,,,20/6/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,20/6/2022 11:41
Lithgow Ambulance Station ,Lithgow Ambulance Station ,Ground,3,,,,Thermal Heat Detector,2.00,0,,,,,,,,,,,,,20/6/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,20/6/2022 11:42
Lithgow Ambulance Station ,Lithgow Ambulance Station ,Ground,3,,,,Emergency Exit Light (Spitfire),1.00,0,,,,,,,,,,,,,20/6/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,20/6/2022 11:43
Lithgow Ambulance Station ,Lithgow Ambulance Station ,Ground,4,,,,Emergency Exit Light (Green),1.00,0,,Cooper,,Kwikled MKIII,,,,,,,,,20/6/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,20/6/2022 11:44
Lithgow Ambulance Station ,Lithgow Ambulance Station ,Ground,5,,,LIT-0001,A/C Unit Split (Indoor),1.00,LIT-0001,,Daikin ,,FTXS71FVMA,E007534,,,,,,,,20/6/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,20/6/2022 11:46
Lithgow Ambulance Station ,Lithgow Ambulance Station ,Ground,5,,,,Emergency Exit Light (Spitfire),1.00,0,,,,,,,,,,,,,20/6/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,20/6/2022 11:46
Lithgow Ambulance Station ,Lithgow Ambulance Station ,Ground,5,,,,Thermal Heat Detector,1.00,0,,,,,,,,,,,,,20/6/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,20/6/2022 11:47
Lithgow Ambulance Station ,Lithgow Ambulance Station ,Ground,5,,,LIT-0002,Fire Extinguisher (C02),1.00,LIT-0002,,,,,,,,,,,,,20/6/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,20/6/2022 11:47
Lithgow Ambulance Station ,Lithgow Ambulance Station ,Ground,5,,,,Emergency Exit Light (Green),1.00,0,,Cooper,,Kwikled MKIII ,,,,,,,,,20/6/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,20/6/2022 11:48
Lithgow Ambulance Station ,Lithgow Ambulance Station ,Ground,5,,,LIT-0004,Billi Hot Water Service,1.00,LIT-0004,,Billi,,Quadra 460 904060 ,V 04 66 10118,,,,,,,,20/6/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,20/6/2022 11:51
Lithgow Ambulance Station ,Lithgow Ambulance Station ,Ground,5,,,LIT-0003,Fire Blanket,1.00,LIT-0003,,,,,,,,,,,,,20/6/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,20/6/2022 11:51
Lithgow Ambulance Station ,Lithgow Ambulance Station ,Ground,6,,,,Wallmount Battery Charger,1.00,0,,Durst ,,,,,,,,,,,20/6/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,20/6/2022 11:52
Lithgow Ambulance Station ,Lithgow Ambulance Station ,Ground,6,,,,Wallmount Battery Charger,1.00,0,,Durst ,,,,,,,,,,,20/6/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,20/6/2022 11:53
Lithgow Ambulance Station ,Lithgow Ambulance Station ,Ground,6,,,,Vehicle Battery Charger,1.00,0,,Durst ,,BCS-1225C,70300829,,,,,,,,20/6/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,20/6/2022 11:55
Lithgow Ambulance Station ,Lithgow Ambulance Station ,Ground,6,,,,Vehicle Battery Charger,1.00,0,,Durst ,,BCS-1225C,70300834,,,,,,,,20/6/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,20/6/2022 11:55
Lithgow Ambulance Station ,Lithgow Ambulance Station ,Ground,6,,,,Wallmount Battery Charger,1.00,0,,Durst ,,,,,,,,,,,20/6/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,20/6/2022 11:56
Lithgow Ambulance Station ,Lithgow Ambulance Station ,Ground,6,,,,Wallmount Battery Charger,1.00,0,,Durst ,,,,,,,,,,,20/6/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,20/6/2022 11:56
Lithgow Ambulance Station ,Lithgow Ambulance Station ,Ground,6,,,,Vehicle Battery Charger,1.00,0,,Durst ,,BCS-1225C,70300827,,,,,,,,20/6/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,20/6/2022 11:57
Lithgow Ambulance Station ,Lithgow Ambulance Station ,Ground,6,,,,Vehicle Battery Charger,1.00,0,,Durst ,,BCS-1225C,70300824,,,,,,,,20/6/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,20/6/2022 11:57
Lithgow Ambulance Station ,Lithgow Ambulance Station ,Ground,6,,,,Vehicle Battery Charger,1.00,0,,Durst ,,BCS-1215B,A91200007,,,,,,,,20/6/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,20/6/2022 11:59
Lithgow Ambulance Station ,Lithgow Ambulance Station ,Ground,6,,Next to exit roller door,,Emergency Exit Light (Green),1.00,0,,Cooper,,KWIKLED MKIII,,,,,,,,,20/6/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,20/6/2022 12:01
Lithgow Ambulance Station ,Lithgow Ambulance Station ,Ground,6,,,LIT-0005,Fire Extinguisher (Dry Chemical),1.00,LIT-0005,,,,,,,,,,,,,20/6/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,20/6/2022 12:04
Lithgow Ambulance Station ,Lithgow Ambulance Station ,Ground,6,,,LIT-0006,Vehicle Hoist,1.00,LIT-0006,,POWERREX,1/12/2019,SL-6000,60TL106,,,,,,,,20/6/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,20/6/2022 12:06
Lithgow Ambulance Station ,Lithgow Ambulance Station ,Ground,6,,Next to In roller door,,Emergency Exit Light (Green),1.00,0,,Cooper,,Kwikled MKIII,,,,,,,,,20/6/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,20/6/2022 12:08
Lithgow Ambulance Station ,Lithgow Ambulance Station ,Ground,6,,,LIT-0007,Fie Extinguisher (Powder),1.00,LIT-0007,,,,,,,,,,,,,20/6/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,20/6/2022 12:09
Lithgow Ambulance Station ,Lithgow Ambulance Station ,Ground,6,,,LIT-0008,Oil Separator Tank,1.00,LIT-0008,,Kwikflo,28/11/2012,KCPS 1000,SO1257098,,,,,,,,20/6/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,20/6/2022 12:10
Lithgow Ambulance Station ,Lithgow Ambulance Station ,Ground,6,,,LIT-0009,Oil Seperator Induction Motor,1.00,LIT-0009,,Weg,,,,,,,,,,,20/6/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,20/6/2022 12:11
Lithgow Ambulance Station ,Lithgow Ambulance Station ,Ground,6,,,LIT-0010,Diaphragm Pump,1.00,LIT-0010,,Allpumps,28/11/2012,KDS 25-100,30128-12,,,,,,,,20/6/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,20/6/2022 12:14
Lithgow Ambulance Station ,Lithgow Ambulance Station ,Ground,6,,,LIT-0011,Pressure Cleaner,1.00,LIT-0011,,Nilfisk ,,MC 4M-160/620 ,,,,,,,,,20/6/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,20/6/2022 12:16
Lithgow Ambulance Station ,Lithgow Ambulance Station ,Ground,6,,,,RPZ,1.00,0,,Zurn,,375 RP,B434357,,,,,,,,20/6/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,20/6/2022 12:17
Lithgow Ambulance Station ,Lithgow Ambulance Station ,Ground,6,,,LIT-0012,Fire Extinguisher (Dry Chemical),1.00,LIT-0012,,,,,,,,,,,,,20/6/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,20/6/2022 12:18
Lithgow Ambulance Station ,Lithgow Ambulance Station ,Ground,6,,,,Wallmount Battery Charger,1.00,0,,Durst ,,,,,,,,,,,20/6/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,20/6/2022 12:18
Lithgow Ambulance Station ,Lithgow Ambulance Station ,Ground,6,,,,Vehicle Battery Charger,1.00,0,,Durst ,,BCS-1225C,70300833,,,,,,,,20/6/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,20/6/2022 12:19
Lithgow Ambulance Station ,Lithgow Ambulance Station ,Ground,6,,,LIT-0014,Solar Inverter,1.00,LIT-0014,,SMA Solar Technology ,30/3/2021,Sunny Tripower  STP10.0-3AV-40,3010988907,,,,,,,,20/6/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,20/6/2022 12:21
Lithgow Ambulance Station ,Lithgow Ambulance Station ,Ground,6,,,LIT-0015,Solar Inverter,1.00,LIT-0015,,SMA Solar Technology ,30/3/2021,Sunny Tripower  STP10.0-3AV-40,3010988940,,,,,,,,20/6/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,20/6/2022 12:22
Lithgow Ambulance Station ,Lithgow Ambulance Station ,Ground,6,,,LIT-0016,Distribution Board,1.00,LIT-0016,,CBI Electric ,,,,,,,,,,,20/6/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,20/6/2022 12:23
Lithgow Ambulance Station ,Lithgow Ambulance Station ,Ground,6,,,LIT-0017,Fire Hose Reel,1.00,LIT-0017,,Wormald ,,,,,,,,,,,20/6/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,20/6/2022 12:24
Lithgow Ambulance Station ,Lithgow Ambulance Station ,Ground,6,,,LIT-0018,Fire Extinguisher (C02),1.00,LIT-0018,,,,,,,,,,,,,20/6/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,20/6/2022 12:24
Lithgow Ambulance Station ,Lithgow Ambulance Station ,Ground,6,,,LIT-0019,Fire Extinguisher (C02),1.00,LIT-0019,,,,,,,,,,,,,20/6/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,20/6/2022 12:25
Lithgow Ambulance Station ,Lithgow Ambulance Station ,Ground,6,,Entry roller door,LIT-0020,Automatic Roller Door,1.00,LIT-0020,,,,,,,4,7,,,,,20/6/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,20/6/2022 12:34
Lithgow Ambulance Station ,Lithgow Ambulance Station ,Ground,6,,Entry roller door ,,Automatic Roller Door Motor,1.00,0,,Automatic Technology Australia ,,Axess Pro 3100 V1  14522,5275,,,,,,,,20/6/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,20/6/2022 12:35
Lithgow Ambulance Station ,Lithgow Ambulance Station ,Ground,6,,Exit roller door,,Automatic Roller Door Motor,1.00,0,,Automatic Technology Australia ,,Axess Pro 3100 V1  14522,10839,,,,,,,,20/6/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,20/6/2022 12:37
Lithgow Ambulance Station ,Lithgow Ambulance Station ,Ground,6,,Exit roller door ,LIT-0021,Automatic Roller Door,1.00,LIT-0021,,,,,,,3.35,7,,,,,20/6/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,20/6/2022 12:38
Lithgow Ambulance Station ,Lithgow Ambulance Station ,Ground,11,,,LIT-0013,Safe,1.00,LIT-0013,,Guardall ,,,,,,,,,,,20/6/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,20/6/2022 12:40
Lithgow Ambulance Station ,Lithgow Ambulance Station ,Ground,11,,,,Thermal Heat Detector,1.00,0,,,,,,,,,,,,,20/6/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,20/6/2022 12:41
Lithgow Ambulance Station ,Lithgow Ambulance Station ,Ground,13,,,LIT-0023,EKA controller box,1.00,LIT-0023,,,,,,,,,,,,,20/6/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,20/6/2022 12:43
Lithgow Ambulance Station ,Lithgow Ambulance Station ,Ground,13,,,LIT-0022,A/C Unit Split (Indoor),1.00,LIT-0022,,ActronAir,,WRE-072CS,E69016010278,,,,,,,,20/6/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,20/6/2022 12:44
Lithgow Ambulance Station ,Lithgow Ambulance Station ,Ground,14,,,LIT-0024,A/C Unit Split (Indoor),1.00,LIT-0024,,ActronAir,,FTXS71FVMA,E007534,,,,,,,,20/6/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,20/6/2022 12:45
Lithgow Ambulance Station ,Lithgow Ambulance Station ,Ground,15,,,LIT-0025,Distribution Board,1.00,LIT-0025,,ABB,,,,,,,,,,,20/6/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,20/6/2022 12:46
Lithgow Ambulance Station ,Lithgow Ambulance Station ,Ground,15,,,LIT-0026,Main Switchboard,1.00,LIT-0026,,NHP,,,,,,,,,,,20/6/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,20/6/2022 12:47
Lithgow Ambulance Station ,Lithgow Ambulance Station ,Ground,15,,,,RCBO,10.00,0,,NHP,,M6RCBS1630CAN C16,,,,,,LIT-0026,,,20/6/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,20/6/2022 12:48
Lithgow Ambulance Station ,Lithgow Ambulance Station ,Ground,15,,,,RCBO,36.00,0,,NHP,,M6RCBS2030CAN C20,,,,,,LIT-0026,,,20/6/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,20/6/2022 12:49
Lithgow Ambulance Station ,Lithgow Ambulance Station ,Ground,15,,,,RCBO,1.00,0,,NHP,,M6RCBS3230CAN C32,,,,,,LIT-0026,,,20/6/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,20/6/2022 12:51
Lithgow Ambulance Station ,Lithgow Ambulance Station ,Ground,15,,,,RCBO,2.00,0,,NHP,,M6RCBS1030CAN C10,,,,,,LIT-0026,,,20/6/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,20/6/2022 12:51
Lithgow Ambulance Station ,Lithgow Ambulance Station ,Ground,16,,,LIT-0027,Fire Extinguisher (C02),1.00,LIT-0027,,,,,,,,,,,,,20/6/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,20/6/2022 12:52
Lithgow Ambulance Station ,Lithgow Ambulance Station ,Ground,16,,,,Emergency Exit Light (Green),1.00,0,,Cooper ,,Kwikled MKIII,,,,,,,,,20/6/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,20/6/2022 12:53
Lithgow Ambulance Station ,Lithgow Ambulance Station ,Ground,17,,,LIT-0028,A/C Unit Split (Indoor),1.00,LIT-0028,,ActronAir ,,WRE-035CS,E32848020058,,,,,,,,20/6/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,20/6/2022 12:55
Lithgow Ambulance Station ,Lithgow Ambulance Station ,Ground,17,,,,Smoke Detector,1.00,0,,,,,,,,,,,,,20/6/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,20/6/2022 12:56
Lithgow Ambulance Station ,Lithgow Ambulance Station ,Ground,18,,,,Smoke Detector,1.00,0,,,,,,,,,,,,,20/6/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,20/6/2022 12:56
Lithgow Ambulance Station ,Lithgow Ambulance Station ,Ground,18,,,,Emergency Exit Light (Green),1.00,0,,Cooper,,Kwikled MKIII ,,,,,,,,,20/6/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,20/6/2022 12:57
Lithgow Ambulance Station ,Lithgow Ambulance Station ,Ground,19,,,LIT-0029,A/C Unit Split (Indoor),1.00,LIT-0029,,ActronAir ,,,,,,,,,,,20/6/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,20/6/2022 12:57
Lithgow Ambulance Station ,Lithgow Ambulance Station ,Ground,19,,,,Smoke Detector,1.00,0,,,,,,,,,,,,,20/6/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,20/6/2022 12:58
Lithgow Ambulance Station ,Lithgow Ambulance Station ,Ground,20,,,LIT-0030,A/C Unit Split (Indoor),1.00,LIT-0030,,ActronAir ,,,,,,,,,,,20/6/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,20/6/2022 12:58
Lithgow Ambulance Station ,Lithgow Ambulance Station ,Ground,20,,,,Smoke Detector,1.00,0,,,,,,,,,,,,,20/6/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,20/6/2022 12:58
Lithgow Ambulance Station ,Lithgow Ambulance Station ,Ground,21,,,,Emergency Exit Light (Spitfire),1.00,0,,,,,,,,,,,,,20/6/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,20/6/2022 12:59
Lithgow Ambulance Station ,Lithgow Ambulance Station ,Ground,23,,,,Emergency Exit Light (Spitfire),1.00,0,,,,,,,,,,,,,20/6/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,20/6/2022 12:59
Lithgow Ambulance Station ,Lithgow Ambulance Station ,Ground,23,,,,Thermal Heat Detector,1.00,0,,,,,,,,,,,,,20/6/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,20/6/2022 13:00
